minutes_watched,CLV,region,channel,Clicks,Conversions,Campaign_Spend,CTR,Conversion_Rate,Revenue,ROI,Cluster
3535.0,17.1,2,1,353,17,70.7,9.985855728429986,4.815864022662889,850,1102.2630834512022,3
378.0,186.13,2,6,37,1,7.5600000000000005,9.788359788359788,2.7027027027027026,50,561.3756613756613,3
6783.0,122.67,0,8,678,33,135.66,9.995577178239717,4.867256637168142,1650,1116.2759840778417,3
118.0,119.0,0,1,11,0,2.36,9.322033898305085,0.0,0,-100.0,3
991.0,118.58,0,3,99,4,19.82,9.989909182643794,4.040404040404041,200,909.0817356205854,3
38.0,141.64,1,5,3,0,0.76,7.894736842105263,0.0,0,-100.0,3
6432.0,62.58,2,5,643,32,128.64000000000001,9.996890547263682,4.976671850699844,1600,1143.781094527363,3
5896.0,119.0,2,8,589,29,117.92,9.989823609226594,4.923599320882852,1450,1129.6472184531885,3
17997.0,118.88,2,3,1799,89,359.94,9.99611046285492,4.947192884936076,4450,1136.317163971773,0
44.0,62.58,2,4,4,0,0.88,9.090909090909092,0.0,0,-100.0,3
399.0,156.0,2,7,39,1,7.98,9.774436090225564,2.564102564102564,50,526.5664160401002,3
2.0,0.0,2,2,0,0,0.04,0.0,0.0,0,-100.0,3
437.0,118.65,0,7,43,2,8.74,9.839816933638444,4.651162790697675,100,1044.1647597254005,3
434.0,77.3,2,5,43,2,8.68,9.90783410138249,4.651162790697675,100,1052.073732718894,3
101.0,62.58,2,3,10,0,2.02,9.900990099009901,0.0,0,-100.0,3
40.0,143.0,2,4,4,0,0.8,10.0,0.0,0,-100.0,3
445.0,164.0,2,3,44,2,8.9,9.887640449438202,4.545454545454546,100,1023.5955056179774,3
909.0,143.0,0,8,90,4,18.18,9.900990099009901,4.444444444444445,200,1000.1100110011,3
419.0,142.45,2,4,41,2,8.38,9.785202863961814,4.878048780487805,100,1093.3174224343675,3
368.0,119.0,2,4,36,1,7.36,9.782608695652174,2.7777777777777777,50,579.3478260869565,3
651.0,119.0,0,4,65,3,13.02,9.984639016897082,4.615384615384616,150,1052.073732718894,3
10442.0,62.58,2,2,1044,52,208.84,9.998084658111473,4.980842911877394,2600,1144.9722275426163,0
2140.0,62.58,2,7,214,10,42.800000000000004,10.0,4.672897196261682,500,1068.2242990654204,3
177.0,62.58,2,1,17,0,3.54,9.6045197740113,0.0,0,-100.0,3
277.0,72.57,2,7,27,1,5.54,9.747292418772563,3.7037037037037033,50,802.5270758122745,3
4396.0,119.0,0,3,439,21,87.92,9.986351228389445,4.783599088838269,1050,1094.2675159235669,3
373.0,118.42,2,4,37,1,7.46,9.919571045576408,2.7027027027027026,50,570.2412868632708,3
5.0,142.36,1,8,0,0,0.1,0.0,0.0,0,-100.0,3
1717.0,62.58,2,2,171,8,34.34,9.95923121723937,4.678362573099415,400,1064.8223645894,3
104.0,141.19,1,5,10,0,2.08,9.615384615384617,0.0,0,-100.0,3
86.0,142.84,1,4,8,0,1.72,9.30232558139535,0.0,0,-100.0,3
563.0,119.0,0,3,56,2,11.26,9.946714031971581,3.571428571428571,100,788.0994671403197,3
3784.0,34.2,2,2,378,18,75.68,9.989429175475687,4.761904761904762,900,1089.2177589852008,3
756.0,35.84,1,3,75,3,15.120000000000001,9.920634920634921,4.0,150,892.0634920634919,3
159.0,119.0,2,5,15,0,3.18,9.433962264150944,0.0,0,-100.0,3
1593.0,75.2,2,4,159,7,31.86,9.981167608286253,4.40251572327044,350,998.556183301946,3
325.0,119.0,0,4,32,1,6.5,9.846153846153847,3.125,50,669.2307692307693,3
10466.0,151.03,2,4,1046,52,209.32,9.994267150773934,4.97131931166348,2600,1142.11733231416,0
616.0,25.2,0,4,61,3,12.32,9.902597402597403,4.918032786885246,150,1117.5324675324675,3
648.0,119.0,2,2,64,3,12.96,9.876543209876543,4.6875,150,1057.4074074074072,3
2751.0,148.78,2,2,275,13,55.02,9.99636495819702,4.7272727272727275,650,1081.3885859687384,3
1056.0,62.58,2,6,105,5,21.12,9.943181818181818,4.761904761904762,250,1083.712121212121,3
481.0,141.17,2,7,48,2,9.620000000000001,9.97920997920998,4.166666666666666,100,939.5010395010394,3
8620.0,48.6,0,3,862,43,172.4,10.0,4.988399071925754,2150,1147.0997679814384,3
0.0,62.58,1,1,0,0,0.0,0.0,0.0,0,0.0,3
1060.0,62.58,2,3,106,5,21.2,10.0,4.716981132075472,250,1079.245283018868,3
376.0,96.99,2,7,37,1,7.5200000000000005,9.840425531914894,2.7027027027027026,50,564.8936170212766,3
689.0,25.5,2,5,68,3,13.780000000000001,9.869375907111756,4.411764705882353,150,988.534107402032,3
615.0,14.25,2,7,61,3,12.3,9.91869918699187,4.918032786885246,150,1119.512195121951,3
309.0,119.0,0,6,30,1,6.18,9.70873786407767,3.3333333333333335,50,709.0614886731391,3
3436.0,31.16,2,2,343,17,68.72,9.982537834691502,4.956268221574344,850,1136.9033760186262,3
682.0,75.2,2,7,68,3,13.64,9.970674486803519,4.411764705882353,150,999.7067448680352,3
585.0,62.58,2,1,58,2,11.700000000000001,9.914529914529915,3.4482758620689653,100,754.7008547008546,3
222.0,62.58,2,7,22,1,4.44,9.90990990990991,4.545454545454546,50,1026.126126126126,3
38.0,62.58,2,2,3,0,0.76,7.894736842105263,0.0,0,-100.0,3
388.0,145.45,1,4,38,1,7.76,9.793814432989691,2.631578947368421,50,544.3298969072165,3
2204.0,62.58,0,6,220,11,44.08,9.98185117967332,5.0,550,1147.7313974591652,3
163.0,131.81,0,7,16,0,3.2600000000000002,9.815950920245399,0.0,0,-100.0,3
559.0,17.1,2,2,55,2,11.18,9.838998211091235,3.6363636363636362,100,794.4543828264758,3
1007.0,62.58,2,3,100,5,20.14,9.930486593843098,5.0,250,1141.3108242303874,3
508.0,164.0,2,7,50,2,10.16,9.84251968503937,4.0,100,884.2519685039371,3
227.0,62.58,2,3,22,1,4.54,9.691629955947137,4.545454545454546,50,1001.3215859030836,3
654.0,62.58,2,1,65,3,13.08,9.938837920489297,4.615384615384616,150,1046.788990825688,3
166.0,130.0,2,4,16,0,3.3200000000000003,9.63855421686747,0.0,0,-100.0,3
12040.0,113.58,2,1,1204,60,240.8,10.0,4.983388704318937,3000,1145.847176079734,0
89.0,62.58,2,4,8,0,1.78,8.98876404494382,0.0,0,-100.0,3
399.0,62.58,2,2,39,1,7.98,9.774436090225564,2.564102564102564,50,526.5664160401002,3
638.0,263.0,0,8,63,3,12.76,9.87460815047022,4.761904761904762,150,1075.5485893416928,3
6230.0,64.8,2,4,623,31,124.60000000000001,10.0,4.975922953451043,1550,1143.9807383627608,3
746.0,19.0,2,7,74,3,14.92,9.919571045576408,4.054054054054054,150,905.3619302949063,3
1574.0,62.58,2,4,157,7,31.48,9.974587039390089,4.45859872611465,350,1011.8170266836084,3
1545.0,119.0,0,1,154,7,30.900000000000002,9.967637540453074,4.545454545454546,350,1032.686084142395,3
748.0,119.0,2,4,74,3,14.96,9.893048128342247,4.054054054054054,150,902.6737967914437,3
125.0,142.69,1,1,12,0,2.5,9.6,0.0,0,-100.0,3
1756.0,119.0,0,7,175,8,35.12,9.965831435079727,4.571428571428571,400,1038.9521640091116,3
884.0,180.2,0,4,88,4,17.68,9.95475113122172,4.545454545454546,200,1031.2217194570137,3
7964.0,62.58,2,8,796,39,159.28,9.994977398292315,4.899497487437186,1950,1124.2591662481166,3
65.0,149.51,2,8,6,0,1.3,9.230769230769232,0.0,0,-100.0,3
32.0,62.58,2,5,3,0,0.64,9.375,0.0,0,-100.0,3
301.0,148.14,1,4,30,1,6.0200000000000005,9.966777408637874,3.3333333333333335,50,730.564784053156,3
400.0,119.0,2,6,40,2,8.0,10.0,5.0,100,1150.0,3
4222.0,63.63,2,4,422,21,84.44,9.995262908574135,4.976303317535545,1050,1143.4864992894363,3
952.0,62.58,2,8,95,4,19.04,9.978991596638656,4.2105263157894735,200,950.4201680672269,3
106.0,148.32,1,1,10,0,2.12,9.433962264150944,0.0,0,-100.0,3
34.0,8.0,2,4,3,0,0.68,8.823529411764707,0.0,0,-100.0,3
782.0,63.63,2,2,78,3,15.64,9.974424552429667,3.8461538461538463,150,859.079283887468,3
553.0,62.58,1,1,55,2,11.06,9.945750452079565,3.6363636363636362,100,804.1591320072332,3
423.0,119.0,0,3,42,2,8.46,9.929078014184398,4.761904761904762,100,1082.0330969267138,3
646.0,62.58,2,2,64,3,12.92,9.907120743034056,4.6875,150,1060.9907120743035,3
297.0,62.58,2,1,29,1,5.94,9.764309764309765,3.4482758620689653,50,741.7508417508418,3
189.0,62.58,2,2,18,0,3.7800000000000002,9.523809523809524,0.0,0,-100.0,3
2604.0,62.58,2,8,260,13,52.08,9.984639016897082,5.0,650,1148.0798771121351,3
1205.0,142.87,1,3,120,6,24.1,9.95850622406639,5.0,300,1144.8132780082985,3
1154.0,119.07,0,2,115,5,23.080000000000002,9.965337954939342,4.3478260869565215,250,983.1889081455804,3
1164.0,62.58,2,2,116,5,23.28,9.965635738831615,4.310344827586207,250,973.8831615120274,3
0.0,82.04,2,4,0,0,0.0,0.0,0.0,0,0.0,3
4.0,119.0,0,3,0,0,0.08,0.0,0.0,0,-100.0,3
51.0,149.83,0,8,5,0,1.02,9.803921568627452,0.0,0,-100.0,3
50463.0,412.87,0,1,5046,252,1009.26,9.999405505023482,4.9940546967895365,12600,1148.4394506866417,2
909.0,62.58,2,2,90,4,18.18,9.900990099009901,4.444444444444445,200,1000.1100110011,3
2274.0,36.0,0,2,227,11,45.480000000000004,9.98240985048373,4.845814977973569,550,1109.3227792436235,3
3173.0,62.58,2,4,317,15,63.46,9.990545225338796,4.73186119873817,750,1081.8468326504885,3
23522.0,222.75,2,4,2352,117,470.44,9.999149732165632,4.974489795918367,5850,1143.5167077629455,0
7500.0,119.0,0,3,750,37,150.0,10.0,4.933333333333334,1850,1133.3333333333335,3
60.0,119.0,0,1,6,0,1.2,10.0,0.0,0,-100.0,3
2610.0,389.51,0,1,261,13,52.2,10.0,4.980842911877394,650,1145.2107279693487,3
1404.0,62.58,2,3,140,7,28.080000000000002,9.971509971509972,5.0,350,1146.4387464387464,3
660.0,62.58,2,3,66,3,13.200000000000001,10.0,4.545454545454546,150,1036.3636363636363,3
1622.0,121.0,2,4,162,8,32.44,9.98766954377312,4.938271604938271,400,1133.0456226880394,3
7320.0,33.25,2,8,732,36,146.4,10.0,4.918032786885246,1800,1129.5081967213114,3
1229.0,184.44,0,7,122,6,24.580000000000002,9.926769731489015,4.918032786885246,300,1120.5044751830758,3
223.0,62.58,2,4,22,1,4.46,9.865470852017937,4.545454545454546,50,1021.0762331838564,3
319.0,119.0,2,7,31,1,6.38,9.717868338557993,3.225806451612903,50,683.6990595611285,3
3913.0,359.0,0,1,391,19,78.26,9.992333248147203,4.859335038363171,950,1113.9023766930743,3
498.0,62.52,2,4,49,2,9.96,9.839357429718875,4.081632653061225,100,904.016064257028,3
8617.0,34.2,2,5,861,43,172.34,9.991876523151909,4.994192799070848,2150,1147.533944528258,3
39971.0,119.0,0,3,3997,199,799.4200000000001,9.999749818618499,4.978734050537904,9950,1144.6523729704036,0
2450.0,19.0,2,6,245,12,49.0,10.0,4.8979591836734695,600,1124.4897959183672,3
8676.0,119.0,2,4,867,43,173.52,9.993084370677732,4.959630911188005,2150,1139.050253573075,3
1043.0,62.58,2,2,104,5,20.86,9.971236816874402,4.807692307692308,250,1098.4659635666346,3
1575.0,118.9,0,4,157,7,31.5,9.968253968253968,4.45859872611465,350,1011.1111111111111,3
1031.0,119.0,0,3,103,5,20.62,9.990300678952474,4.854368932038835,250,1112.415130940834,3
1759.0,119.0,0,3,175,8,35.18,9.948834565093803,4.571428571428571,400,1037.0096645821488,3
945.0,62.58,2,1,94,4,18.900000000000002,9.947089947089948,4.25531914893617,200,958.201058201058,3
463.0,64.8,2,3,46,2,9.26,9.935205183585314,4.3478260869565215,100,979.9136069114471,3
1931.0,75.2,2,4,193,9,38.62,9.994821336095287,4.66321243523316,450,1065.1993785603315,3
0.0,119.27,0,8,0,0,0.0,0.0,0.0,0,0.0,3
242.0,118.9,0,7,24,1,4.84,9.917355371900827,4.166666666666666,50,933.0578512396693,3
137.0,118.97,0,4,13,0,2.74,9.48905109489051,0.0,0,-100.0,3
574.0,62.58,2,2,57,2,11.48,9.930313588850174,3.508771929824561,100,771.0801393728223,3
4372.0,62.58,2,8,437,21,87.44,9.995425434583714,4.805491990846682,1050,1100.8234217749314,3
494.0,1.0,2,7,49,2,9.88,9.919028340080972,4.081632653061225,100,912.1457489878543,3
3729.0,62.58,2,2,372,18,74.58,9.97586484312148,4.838709677419355,900,1106.7578439259855,3
284.0,119.0,2,7,28,1,5.68,9.859154929577464,3.571428571428571,50,780.2816901408451,3
2019.0,34.2,2,4,201,10,40.38,9.955423476968797,4.975124378109453,500,1138.2367508667655,3
816.0,62.57,2,4,81,4,16.32,9.926470588235293,4.938271604938271,200,1125.4901960784314,3
672.0,119.0,0,4,67,3,13.44,9.970238095238097,4.477611940298507,150,1016.0714285714287,3
331.0,119.1,0,8,33,1,6.62,9.969788519637463,3.0303030303030303,50,655.2870090634442,3
30.0,119.0,2,4,3,0,0.6,10.0,0.0,0,-100.0,3
691.0,62.58,2,4,69,3,13.82,9.985528219971057,4.3478260869565215,150,985.3835021707671,3
287.0,119.0,2,4,28,1,5.74,9.75609756097561,3.571428571428571,50,771.0801393728223,3
326.0,62.58,2,4,32,1,6.5200000000000005,9.815950920245399,3.125,50,666.8711656441717,3
2513.0,62.58,2,7,251,12,50.26,9.988062077198567,4.780876494023905,600,1093.792280143255,3
1512.0,19.0,2,6,151,7,30.240000000000002,9.986772486772487,4.635761589403973,350,1057.4074074074072,3
237.0,62.58,2,2,23,1,4.74,9.70464135021097,4.3478260869565215,50,954.8523206751055,3
1187.0,62.58,2,7,118,5,23.740000000000002,9.941027801179445,4.23728813559322,250,953.0749789385004,3
4718.0,62.58,2,3,471,23,94.36,9.983043662568885,4.8832271762208075,1150,1118.7367528613822,3
0.0,63.63,2,7,0,0,0.0,0.0,0.0,0,0.0,3
5408.0,45.9,0,6,540,27,108.16,9.985207100591715,5.0,1350,1148.1508875739644,3
324.0,119.0,2,7,32,1,6.48,9.876543209876543,3.125,50,671.6049382716049,3
5426.0,48.6,2,8,542,27,108.52,9.98894213048286,4.981549815498155,1350,1144.010320678216,3
175.0,145.2,1,1,17,0,3.5,9.714285714285714,0.0,0,-100.0,3
109109.0,543.02,0,8,10910,545,2182.18,9.999175136789816,4.995417048579285,27250,1148.7512487512488,2
1170.0,62.58,2,3,117,5,23.400000000000002,10.0,4.273504273504273,250,968.3760683760684,3
152.0,142.14,1,8,15,0,3.04,9.868421052631579,0.0,0,-100.0,3
987.0,119.0,2,7,98,4,19.740000000000002,9.929078014184398,4.081632653061225,200,913.1712259371833,3
465.0,119.0,2,3,46,2,9.3,9.89247311827957,4.3478260869565215,100,975.2688172043011,3
5522.0,82.63,2,1,552,27,110.44,9.996378123868164,4.891304347826087,1350,1122.3831944947483,3
454.0,142.82,1,3,45,2,9.08,9.911894273127754,4.444444444444445,100,1001.3215859030836,3
108.0,62.58,2,4,10,0,2.16,9.25925925925926,0.0,0,-100.0,3
72.0,62.58,2,2,7,0,1.44,9.722222222222223,0.0,0,-100.0,3
1306.0,194.36,0,5,130,6,26.12,9.95405819295559,4.615384615384616,300,1048.5451761102602,3
3106.0,62.58,2,6,310,15,62.120000000000005,9.980682549903412,4.838709677419355,750,1107.340631036703,3
136.0,62.58,2,4,13,0,2.72,9.558823529411764,0.0,0,-100.0,3
1148.0,118.66,0,2,114,5,22.96,9.930313588850174,4.385964912280701,250,988.8501742160278,3
211.0,27.0,0,4,21,1,4.22,9.95260663507109,4.761904761904762,50,1084.8341232227488,3
1876.0,174.17,0,1,187,9,37.52,9.968017057569297,4.81283422459893,450,1099.360341151386,3
2096.0,119.0,2,4,209,10,41.92,9.971374045801527,4.784688995215311,500,1092.7480916030534,3
330.0,119.0,0,4,33,1,6.6000000000000005,10.0,3.0303030303030303,50,657.5757575757575,3
5337.0,50.06,2,4,533,26,106.74000000000001,9.986884017238149,4.878048780487805,1300,1117.9126850290424,3
312.0,119.0,2,1,31,1,6.24,9.935897435897436,3.225806451612903,50,701.2820512820512,3
2386.0,75.19,2,3,238,11,47.72,9.97485331098072,4.621848739495799,550,1052.5565800502934,3
2601.0,293.0,0,4,260,13,52.02,9.99615532487505,5.0,650,1149.519415609381,3
534.0,36.1,0,4,53,2,10.68,9.925093632958802,3.7735849056603774,100,836.3295880149811,3
2313.0,62.58,2,4,231,11,46.26,9.987029831387808,4.761904761904762,550,1088.932122784263,3
9.0,119.0,0,4,0,0,0.18,0.0,0.0,0,-100.0,3
109.0,119.0,0,1,10,0,2.18,9.174311926605505,0.0,0,-100.0,3
3959.0,62.58,2,7,395,19,79.18,9.977266986612781,4.810126582278481,950,1099.7979287698913,3
1925.0,62.58,2,4,192,9,38.5,9.974025974025974,4.6875,450,1068.831168831169,3
976.0,138.16,2,4,97,4,19.52,9.938524590163935,4.123711340206185,200,924.5901639344263,3
1584.0,62.58,2,2,158,7,31.68,9.974747474747476,4.430379746835443,350,1004.7979797979798,3
13.0,137.98,2,4,1,0,0.26,7.6923076923076925,0.0,0,-100.0,3
16.0,62.57,2,4,1,0,0.32,6.25,0.0,0,-100.0,3
171.0,79.41,2,4,17,0,3.42,9.941520467836257,0.0,0,-100.0,3
3380.0,43.89,1,4,338,16,67.6,10.0,4.733727810650888,800,1083.4319526627219,3
1254.0,143.53,1,4,125,6,25.080000000000002,9.968102073365232,4.8,300,1096.1722488038279,3
395.0,183.0,2,7,39,1,7.9,9.873417721518987,2.564102564102564,50,532.9113924050633,3
2838.0,145.91,1,4,283,14,56.76,9.971811134601833,4.946996466431095,700,1133.262861169838,3
3385.0,119.0,2,4,338,16,67.7,9.98522895125554,4.733727810650888,800,1081.6838995568685,3
797.0,118.38,0,4,79,3,15.94,9.912170639899625,3.79746835443038,150,841.0288582183186,3
622.0,62.57,2,3,62,3,12.44,9.967845659163988,4.838709677419355,150,1105.7877813504824,3
5140.0,119.0,2,4,514,25,102.8,10.0,4.863813229571985,1250,1115.9533073929963,3
2501.0,119.0,2,4,250,12,50.02,9.996001599360255,4.8,600,1099.5201919232306,3
1729.0,144.45,1,2,172,8,34.58,9.947946790052054,4.651162790697675,400,1056.7379988432622,3
5825.0,62.58,2,4,582,29,116.5,9.991416309012875,4.982817869415808,1450,1144.6351931330473,3
114.0,119.0,0,7,11,0,2.2800000000000002,9.649122807017543,0.0,0,-100.0,3
8802.0,80.37,2,4,880,44,176.04,9.997727789138832,5.0,2200,1149.7159736423541,3
345.0,36.0,2,5,34,1,6.9,9.855072463768117,2.941176470588235,50,624.6376811594203,3
495.0,62.57,2,6,49,2,9.9,9.8989898989899,4.081632653061225,100,910.10101010101,3
10510.0,91.37,2,7,1051,52,210.20000000000002,10.0,4.9476688867745,2600,1136.9172216936252,0
280.0,62.58,2,3,28,1,5.6000000000000005,10.0,3.571428571428571,50,792.8571428571428,3
1411.0,159.54,2,4,141,7,28.22,9.992912827781716,4.964539007092199,350,1140.2551381998583,3
392.0,118.66,2,7,39,1,7.84,9.948979591836734,2.564102564102564,50,537.7551020408163,3
1288.0,119.0,2,1,128,6,25.76,9.937888198757763,4.6875,300,1064.5962732919254,3
5331.0,142.06,2,8,533,26,106.62,9.998124179328457,4.878048780487805,1300,1119.2834365034703,3
1464.0,148.83,1,6,146,7,29.28,9.972677595628415,4.794520547945205,350,1095.3551912568307,3
154.0,143.95,1,4,15,0,3.08,9.740259740259742,0.0,0,-100.0,3
210.0,119.0,2,4,21,1,4.2,10.0,4.761904761904762,50,1090.4761904761904,3
203.0,78.87,2,7,20,1,4.0600000000000005,9.852216748768473,5.0,50,1131.5270935960589,3
798.0,141.0,1,1,79,3,15.96,9.899749373433583,3.79746835443038,150,839.8496240601503,3
821.0,119.0,0,7,82,4,16.42,9.987819732034104,4.878048780487805,200,1118.0267965895248,3
972.0,62.57,2,3,97,4,19.44,9.979423868312757,4.123711340206185,200,928.8065843621398,3
0.0,119.0,0,8,0,0,0.0,0.0,0.0,0,0.0,3
180.0,147.12,1,1,18,0,3.6,10.0,0.0,0,-100.0,3
2008.0,119.24,2,1,200,10,40.160000000000004,9.9601593625498,5.0,500,1145.0199203187249,3
2836.0,119.32,2,1,283,14,56.72,9.978843441466854,4.946996466431095,700,1134.132581100141,3
62.0,118.97,0,3,6,0,1.24,9.67741935483871,0.0,0,-100.0,3
998.0,72.57,2,4,99,4,19.96,9.919839679358718,4.040404040404041,200,902.0040080160319,3
29.0,119.0,2,2,2,0,0.58,6.896551724137931,0.0,0,-100.0,3
1701.0,62.58,2,5,170,8,34.02,9.994121105232216,4.705882352941177,400,1075.7789535567313,3
2828.0,340.25,2,3,282,14,56.56,9.971711456859971,4.964539007092199,700,1137.6237623762377,3
222.0,62.58,2,1,22,1,4.44,9.90990990990991,4.545454545454546,50,1026.126126126126,3
2561.0,119.34,0,4,256,12,51.22,9.996095275283093,4.6875,600,1071.4174150722374,3
3598.0,119.35,0,4,359,17,71.96000000000001,9.977765425236242,4.735376044568245,850,1081.2117843246247,3
188.0,62.58,2,3,18,0,3.7600000000000002,9.574468085106384,0.0,0,-100.0,3
351.0,91.5,2,1,35,1,7.0200000000000005,9.971509971509972,2.857142857142857,50,612.2507122507121,3
1950.0,119.0,2,1,195,9,39.0,10.0,4.615384615384616,450,1053.8461538461538,3
269.0,62.58,2,4,26,1,5.38,9.66542750929368,3.8461538461538463,50,829.3680297397768,3
4385.0,119.9,0,4,438,21,87.7,9.988597491448118,4.794520547945205,1050,1097.2633979475484,3
151.0,62.58,2,4,15,0,3.02,9.933774834437086,0.0,0,-100.0,3
1049.0,62.58,2,4,104,5,20.98,9.914204003813156,4.807692307692308,250,1091.6110581506196,3
446.0,64.8,2,1,44,2,8.92,9.865470852017937,4.545454545454546,100,1021.0762331838564,3
290.0,63.63,2,1,29,1,5.8,10.0,3.4482758620689653,50,762.0689655172415,3
1150.0,137.98,0,8,115,5,23.0,10.0,4.3478260869565215,250,986.9565217391305,3
645.0,119.08,2,7,64,3,12.9,9.922480620155039,4.6875,150,1062.7906976744184,3
157.0,120.0,0,4,15,0,3.14,9.554140127388536,0.0,0,-100.0,3
368.0,119.0,2,7,36,1,7.36,9.782608695652174,2.7777777777777777,50,579.3478260869565,3
5580.0,146.92,1,4,558,27,111.60000000000001,10.0,4.838709677419355,1350,1109.6774193548388,3
1143.0,91.5,2,4,114,5,22.86,9.973753280839896,4.385964912280701,250,993.6132983377079,3
26961.0,144.08,1,4,2696,134,539.22,9.99962909387634,4.9703264094955495,6700,1142.5355142613403,0
167.0,119.0,0,4,16,0,3.34,9.580838323353294,0.0,0,-100.0,3
1680.0,9.5,2,8,168,8,33.6,10.0,4.761904761904762,400,1090.4761904761904,3
327.0,119.0,0,5,32,1,6.54,9.785932721712538,3.125,50,664.525993883792,3
104.0,142.36,1,4,10,0,2.08,9.615384615384617,0.0,0,-100.0,3
20889.0,23.37,2,1,2088,104,417.78000000000003,9.995691512279189,4.980842911877394,5200,1144.6742304562208,0
3054.0,144.87,1,4,305,15,61.08,9.986902423051735,4.918032786885246,750,1127.8978388998034,3
406.0,142.82,1,4,40,2,8.120000000000001,9.852216748768473,5.0,100,1131.5270935960589,3
8065.0,119.0,2,3,806,40,161.3,9.993800371977683,4.962779156327544,2000,1139.925604463732,3
52.0,147.0,0,5,5,0,1.04,9.615384615384617,0.0,0,-100.0,3
413.0,119.0,0,3,41,2,8.26,9.927360774818402,4.878048780487805,100,1110.6537530266344,3
1357.0,119.0,2,7,135,6,27.14,9.948415622697127,4.444444444444445,300,1005.3795136330141,3
308.0,119.0,2,5,30,1,6.16,9.740259740259742,3.3333333333333335,50,711.6883116883117,3
1657.0,119.0,0,7,165,8,33.14,9.957754978877489,4.848484848484849,400,1107.0006035003018,3
1784.0,144.96,1,4,178,8,35.68,9.977578475336323,4.49438202247191,400,1021.0762331838564,3
1055.0,62.58,2,4,105,5,21.1,9.95260663507109,4.761904761904762,250,1084.8341232227488,3
676.0,119.0,2,4,67,3,13.52,9.911242603550296,4.477611940298507,150,1009.4674556213016,3
1309.0,36.0,2,6,130,6,26.18,9.931245225362872,4.615384615384616,300,1045.912910618793,3
1102.0,119.0,0,3,110,5,22.04,9.98185117967332,4.545454545454546,250,1034.301270417423,3
2921.0,48.6,2,5,292,14,58.42,9.99657651489216,4.794520547945205,700,1098.2197877439235,3
3838.0,62.58,0,7,383,19,76.76,9.979155810317874,4.960835509138381,950,1137.6237623762374,3
2919.0,119.0,2,3,291,14,58.38,9.969167523124357,4.810996563573884,700,1099.0407673860911,3
201.0,99.01,0,2,20,1,4.0200000000000005,9.950248756218906,5.0,50,1143.781094527363,3
2403.0,119.0,0,4,240,12,48.06,9.987515605493133,5.0,600,1148.4394506866417,3
142.0,119.0,0,4,14,0,2.84,9.859154929577464,0.0,0,-100.0,3
753.0,173.57,0,3,75,3,15.06,9.9601593625498,4.0,150,896.01593625498,3
5819.0,46.36,2,1,581,29,116.38,9.984533424987111,4.991394148020654,1450,1145.918542704932,3
120.0,119.0,0,2,12,0,2.4,10.0,0.0,0,-100.0,3
2809.0,119.0,2,7,280,14,56.18,9.967960128159488,5.0,700,1145.995016019936,3
131.0,119.0,2,1,13,0,2.62,9.923664122137405,0.0,0,-100.0,3
47.0,119.0,0,4,4,0,0.9400000000000001,8.51063829787234,0.0,0,-100.0,3
2333.0,62.58,2,8,233,11,46.660000000000004,9.987141020145735,4.721030042918455,550,1078.739819974282,3
106.0,72.57,2,4,10,0,2.12,9.433962264150944,0.0,0,-100.0,3
0.0,84.14,2,1,0,0,0.0,0.0,0.0,0,0.0,3
7.0,62.58,2,4,0,0,0.14,0.0,0.0,0,-100.0,3
1860.0,62.58,2,4,186,9,37.2,10.0,4.838709677419355,450,1109.6774193548385,3
189.0,119.0,0,4,18,0,3.7800000000000002,9.523809523809524,0.0,0,-100.0,3
300.0,119.0,0,3,30,1,6.0,10.0,3.3333333333333335,50,733.3333333333333,3
815.0,62.58,2,5,81,4,16.3,9.938650306748466,4.938271604938271,200,1126.9938650306747,3
420.0,62.58,2,2,42,2,8.4,10.0,4.761904761904762,100,1090.4761904761904,3
509.0,19.0,2,4,50,2,10.18,9.823182711198427,4.0,100,882.3182711198427,3
21.0,149.99,2,4,2,0,0.42,9.523809523809524,0.0,0,-100.0,3
0.0,121.0,0,2,0,0,0.0,0.0,0.0,0,0.0,3
95.0,119.0,0,4,9,0,1.9000000000000001,9.473684210526317,0.0,0,-100.0,3
3915.0,240.0,0,3,391,19,78.3,9.987228607918263,4.859335038363171,950,1113.2822477650063,3
126.0,62.58,2,2,12,0,2.52,9.523809523809524,0.0,0,-100.0,3
345.0,62.58,2,2,34,1,6.9,9.855072463768117,2.941176470588235,50,624.6376811594203,3
4118.0,119.0,0,1,411,20,82.36,9.980573093734822,4.866180048661801,1000,1114.1816415735796,3
6767.0,144.43,2,4,676,33,135.34,9.98965568198611,4.881656804733728,1650,1119.1517659228612,3
118.0,62.58,2,1,11,0,2.36,9.322033898305085,0.0,0,-100.0,3
24.0,164.0,0,8,2,0,0.48,8.333333333333332,0.0,0,-100.0,3
519.0,119.0,0,3,51,2,10.38,9.826589595375722,3.9215686274509802,100,863.3911368015415,3
14289.0,14.25,2,1,1428,71,285.78000000000003,9.993701448666807,4.971988795518207,3550,1142.2142907131358,0
528.0,119.0,2,7,52,2,10.56,9.848484848484848,3.8461538461538463,100,846.9696969696969,3
261.0,78.87,2,4,26,1,5.22,9.961685823754788,3.8461538461538463,50,857.8544061302683,3
15.0,63.63,2,2,1,0,0.3,6.666666666666667,0.0,0,-100.0,3
